Time (s)	 Pressure (bar)	 Rate (m3/D)
1070.0	177.0352965000401	5000.000000
1075.0	177.0352964999298	5000.000000
1080.0	177.0339176000000	5000.000000
1085.0	177.0339175999799	5000.000000
1090.0	177.0339176000201	5000.000000
1095.0	177.0339175999398	5000.000000
1100.0	177.0339176002808	5000.000000
1105.0	177.0325385997192	5000.000000
1110.0	177.0325386000602	5000.000000
1115.0	177.0325385999799	5000.000000
1120.0	177.0325386000201	5000.000000
1125.0	177.0325386000000	5000.000000
1130.0	177.0311597000697	5000.000000
1135.0	177.0311596999633	5000.000000
1140.0	177.0311597000110	5000.000000
1145.0	177.0311597000147	5000.000000
1150.0	177.0311597000735	5000.000000
1155.0	177.0311596997904	5000.000000
1160.0	177.0297806998603	5000.000000
1165.0	177.0297807000184	5000.000000
1170.0	177.0297807000000	5000.000000
1175.0	177.0297807000037	5000.000000
1180.0	177.0297806999632	5000.000000
1185.0	177.0297807002096	5000.000000
1190.0	177.0284018002795	5000.000000
1195.0	177.0284018000736	5000.000000
1200.0	177.0284017999890	5000.000000
1205.0	177.0284017999927	5000.000000
1210.0	177.0284018000184	5000.000000
1215.0	177.0284018000000	5000.000000
1220.0	177.0270228000699	5000.000000
1225.0	177.0270227999632	5000.000000
1230.0	177.0270228000110	5000.000000
1235.0	177.0270228000147	5000.000000
1240.0	177.0270228000736	5000.000000
1245.0	177.0270227997904	5000.000000
1250.0	177.0256438998603	5000.000000
1255.0	177.0256439000184	5000.000000
1260.0	177.0256439000000	5000.000000
1265.0	177.0256439000037	5000.000000
1270.0	177.0256438999633	5000.000000
1275.0	177.0256439002095	5000.000000
1280.0	177.0242649002799	5000.000000
1285.0	177.0242649000754	5000.000000
1290.0	177.0242648999838	5000.000000
1295.0	177.0242649000054	5000.000000
1300.0	177.0242648999946	5000.000000
1305.0	177.0242649000000	5000.000000
1310.0	177.0242649000699	5000.000000
1315.0	177.0228860001399	5000.000000
1320.0	177.0228859999435	5000.000000
1325.0	177.0228860000215	5000.000000
1330.0	177.0228860000108	5000.000000
1335.0	177.0228859999839	5000.000000
1340.0	177.0228860000377	5000.000000
1345.0	177.0228859999301	5000.000000
1350.0	177.0215070000000	5000.000000
1355.0	177.0215069999812	5000.000000
1360.0	177.0215070000108	5000.000000
1365.0	177.0215069999919	5000.000000
1370.0	177.0215070000215	5000.000000
1375.0	177.0215070000754	5000.000000
1380.0	177.0215069997901	5000.000000
1385.0	177.0201280998602	5000.000000
1390.0	177.0201281000187	5000.000000
1395.0	177.0201281000000	5000.000000
1400.0	177.0201280999990	5000.000000
1405.0	177.0201280999980	5000.000000
1410.0	177.0201281000148	5000.000000
1415.0	177.0201280999251	5000.000000
1420.0	177.0201280997203	5000.000000
1425.0	177.0187490997902	5000.000000
1430.0	177.0187491000374	5000.000000
1435.0	177.0187490999951	5000.000000
1440.0	177.0187491000000	5000.000000
1445.0	177.0187490999990	5000.000000
1450.0	177.0187491000099	5000.000000
1455.0	177.0187490999439	5000.000000
1460.0	177.0187491002797	5000.000000
1465.0	177.0173701997203	5000.000000
1470.0	177.0173702000561	5000.000000
1475.0	177.0173701999901	5000.000000
1480.0	177.0173702000010	5000.000000
1485.0	177.0173702000000	5000.000000
1490.0	177.0173702000049	5000.000000
1495.0	177.0173701999626	5000.000000
1500.0	177.0173702002098	5000.000000
1505.0	177.0159912002798	5000.000000
1510.0	177.0159912000750	5000.000000
1515.0	177.0159911999849	5000.000000
1520.0	177.0159912000029	5000.000000
1525.0	177.0159911999993	5000.000000
1530.0	177.0159912000000	5000.000000
1535.0	177.0159912000051	5000.000000
1540.0	177.0159911999625	5000.000000
1545.0	177.0159912002098	5000.000000
1550.0	177.0146123002797	5000.000000
1555.0	177.0146123000749	5000.000000
1560.0	177.0146122999852	5000.000000
1565.0	177.0146123000020	5000.000000
1570.0	177.0146123000010	5000.000000
1575.0	177.0146123000000	5000.000000
1580.0	177.0146122999813	5000.000000
1585.0	177.0146123001399	5000.000000
1590.0	177.0132333002098	5000.000000
1595.0	177.0132332999250	5000.000000
1600.0	177.0132332999798	5000.000000
1605.0	177.0132333000043	5000.000000
1610.0	177.0132332999985	5000.000000
1615.0	177.0132333000014	5000.000000
1620.0	177.0132333000000	5000.000000
1625.0	177.0132332999812	5000.000000
1630.0	177.0132333001399	5000.000000
1635.0	177.0118544002098	5000.000000
1640.0	177.0118543999251	5000.000000
1645.0	177.0118543999799	5000.000000
1650.0	177.0118544000040	5000.000000
1655.0	177.0118543999995	5000.000000
1660.0	177.0118543999997	5000.000000
1665.0	177.0118544000000	5000.000000
1670.0	177.0118544000050	5000.000000
1675.0	177.0118543999625	5000.000000
1680.0	177.0118544002098	5000.000000
1685.0	177.0104754002797	5000.000000
1690.0	177.0104754000750	5000.000000
1695.0	177.0104753999848	5000.000000
1700.0	177.0104754000029	5000.000000
1705.0	177.0104753999993	5000.000000
1710.0	177.0104754000000	5000.000000
1715.0	177.0104754000050	5000.000000
1720.0	177.0104753999625	5000.000000
1725.0	177.0104754002098	5000.000000
1730.0	177.0090965002797	5000.000000
1735.0	177.0090965000749	5000.000000
1740.0	177.0090964999849	5000.000000
1745.0	177.0090965000027	5000.000000
1750.0	177.0090964999996	5000.000000
1755.0	177.0090965000000	5000.000000
1760.0	177.0090965000004	5000.000000
1765.0	177.0090964999973	5000.000000
1770.0	177.0090965000151	5000.000000
1775.0	177.0090964999250	5000.000000
1780.0	177.0090964997202	5000.000000
1785.0	177.0077174997902	5000.000000
1790.0	177.0077175000375	5000.000000
1795.0	177.0077174999950	5000.000000
1800.0	177.0077175000000	5000.000000
1805.0	177.0077175000003	5000.000000
1810.0	177.0077175000006	5000.000000
1815.0	177.0077174999961	5000.000000
1820.0	177.0077175000201	5000.000000
1825.0	177.0077175000750	5000.000000
1830.0	177.0077174997902	5000.000000
1835.0	177.0063385998601	5000.000000
1840.0	177.0063386000187	5000.000000
1845.0	177.0063386000000	5000.000000
1850.0	177.0063385999986	5000.000000
1855.0	177.0063386000008	5000.000000
1860.0	177.0063385999994	5000.000000
1865.0	177.0063386000015	5000.000000
1870.0	177.0063386000054	5000.000000
1875.0	177.0063385999849	5000.000000
1880.0	177.0063386000375	5000.000000
1885.0	177.0063385999300	5000.000000
1890.0	177.0049596000000	5000.000000
1895.0	177.0049595999813	5000.000000
1900.0	177.0049596000100	5000.000000
1905.0	177.0049595999959	5000.000000
1910.0	177.0049596000015	5000.000000
1915.0	177.0049596000008	5000.000000
1920.0	177.0049595999988	5000.000000
1925.0	177.0049596000027	5000.000000
1930.0	177.0049595999950	5000.000000
1935.0	177.0049596000000	5000.000000
1940.0	177.0049596000700	5000.000000
1945.0	177.0035807001398	5000.000000
1950.0	177.0035806999438	5000.000000
1955.0	177.0035807000201	5000.000000
1960.0	177.0035807000054	5000.000000
1965.0	177.0035806999988	5000.000000
1970.0	177.0035807000004	5000.000000
1975.0	177.0035806999996	5000.000000
1980.0	177.0035807000000	5000.000000
1985.0	177.0035807000050	5000.000000
1990.0	177.0035806999625	5000.000000
1995.0	177.0035807002098	5000.000000
2000.0	177.0022017002798	5000.000000
2005.0	177.0022017000749	5000.000000
2010.0	177.0022016999849	5000.000000
2015.0	177.0022017000027	5000.000000
2020.0	177.0022016999997	5000.000000
2025.0	177.0022017000000	5000.000000
2030.0	177.0022016999999	5000.000000
2035.0	177.0022017000007	5000.000000
2040.0	177.0022016999960	5000.000000
2045.0	177.0022017000201	5000.000000
2050.0	177.0022017000749	5000.000000
2055.0	177.0022016997902	5000.000000
2060.0	177.0008227998601	5000.000000
2065.0	177.0008228000187	5000.000000
2070.0	177.0008228000000	5000.000000
2075.0	177.0008227999986	5000.000000
2080.0	177.0008228000008	5000.000000
2085.0	177.0008227999994	5000.000000
2090.0	177.0008228000015	5000.000000
2095.0	177.0008228000054	5000.000000
2100.0	177.0008227999849	5000.000000
2105.0	177.0008228000375	5000.000000
2110.0	177.0008227999301	5000.000000
2115.0	176.9994438000000	5000.000000
2120.0	176.9994437999813	5000.000000
2125.0	176.9994438000100	5000.000000
2130.0	176.9994437999960	5000.000000
2135.0	176.9994438000014	5000.000000
2140.0	176.9994438000004	5000.000000
2145.0	176.9994437999999	5000.000000
2150.0	176.9994438000002	5000.000000
2155.0	176.9994437999996	5000.000000
2160.0	176.9994438000000	5000.000000
2165.0	176.9994438000050	5000.000000
2170.0	176.9994437999625	5000.000000
2175.0	176.9994438002098	5000.000000
2180.0	176.9980648002798	5000.000000
2185.0	176.9980648000750	5000.000000
2190.0	176.9980647999849	5000.000000
2195.0	176.9980648000027	5000.000000
2200.0	176.9980647999997	5000.000000
2205.0	176.9980648000000	5000.000000
2210.0	176.9980648000000	5000.000000
2215.0	176.9980648000007	5000.000000
2220.0	176.9980647999960	5000.000000
2225.0	176.9980648000201	5000.000000
2230.0	176.9980648000750	5000.000000
2235.0	176.9980647997902	5000.000000
2240.0	176.9966858998601	5000.000000
2245.0	176.9966859000187	5000.000000
2250.0	176.9966859000000	5000.000000
2255.0	176.9966858999987	5000.000000
2260.0	176.9966859000007	5000.000000
2265.0	176.9966858999997	5000.000000
2270.0	176.9966859000002	5000.000000
2275.0	176.9966859000004	5000.000000
2280.0	176.9966858999989	5000.000000
2285.0	176.9966859000027	5000.000000
2290.0	176.9966858999950	5000.000000
2295.0	176.9966859000000	5000.000000
2300.0	176.9966859000699	5000.000000
2305.0	176.9953069001399	5000.000000
2310.0	176.9953068999438	5000.000000
2315.0	176.9953069000201	5000.000000
2320.0	176.9953069000054	5000.000000
2325.0	176.9953068999989	5000.000000
2330.0	176.9953069000002	5000.000000
2335.0	176.9953068999999	5000.000000
2340.0	176.9953069000000	5000.000000
2345.0	176.9953069000004	5000.000000
2350.0	176.9953068999973	5000.000000
2355.0	176.9953069000151	5000.000000
2360.0	176.9953068999251	5000.000000
2365.0	176.9953068997203	5000.000000
2370.0	176.9939279997902	5000.000000
2375.0	176.9939280000375	5000.000000
2380.0	176.9939279999950	5000.000000
2385.0	176.9939280000000	5000.000000
2390.0	176.9939280000004	5000.000000
2395.0	176.9939279999998	5000.000000
2400.0	176.9939280000002	5000.000000
2405.0	176.9939279999996	5000.000000
2410.0	176.9939279999986	5000.000000
2415.0	176.9939280000040	5000.000000
2420.0	176.9939279999900	5000.000000
2425.0	176.9939280000187	5000.000000
2430.0	176.9939280000000	5000.000000
2435.0	176.9925490000699	5000.000000
2440.0	176.9925489999625	5000.000000
2445.0	176.9925490000151	5000.000000
2450.0	176.9925489999946	5000.000000
2455.0	176.9925489999985	5000.000000
2460.0	176.9925490000003	5000.000000
2465.0	176.9925490000000	5000.000000
2470.0	176.9925490000000	5000.000000
2475.0	176.9925490000000	5000.000000
2480.0	176.9925490000004	5000.000000
2485.0	176.9925489999973	5000.000000
2490.0	176.9925490000151	5000.000000
2495.0	176.9925489999250	5000.000000
2500.0	176.9925489997203	5000.000000
2505.0	176.9911700997902	5000.000000
2510.0	176.9911701000375	5000.000000
2515.0	176.9911700999950	5000.000000
2520.0	176.9911701000000	5000.000000
2525.0	176.9911701000004	5000.000000
2530.0	176.9911700999998	5000.000000
2535.0	176.9911701000001	5000.000000
2540.0	176.9911701000001	5000.000000
2545.0	176.9911701000004	5000.000000
2550.0	176.9911700999989	5000.000000
2555.0	176.9911701000027	5000.000000
2560.0	176.9911700999950	5000.000000
2565.0	176.9911701000000	5000.000000
2570.0	176.9911701000700	5000.000000
2575.0	176.9897911001399	5000.000000
2580.0	176.9897910999438	5000.000000
2585.0	176.9897911000201	5000.000000
2590.0	176.9897911000054	5000.000000
2595.0	176.9897910999989	5000.000000
2600.0	176.9897911000002	5000.000000
2605.0	176.9897911000000	5000.000000
2610.0	176.9897911000000	5000.000000
2615.0	176.9897910999999	5000.000000
2620.0	176.9897911000007	5000.000000
2625.0	176.9897910999960	5000.000000
2630.0	176.9897911000201	5000.000000
2635.0	176.9897911000749	5000.000000
2640.0	176.9897910997902	5000.000000
2645.0	176.9884121998601	5000.000000
2650.0	176.9884122000187	5000.000000
2655.0	176.9884122000000	5000.000000
2660.0	176.9884121999987	5000.000000
2665.0	176.9884122000007	5000.000000
2670.0	176.9884121999997	5000.000000
2675.0	176.9884122000001	5000.000000
2680.0	176.9884121999999	5000.000000
2685.0	176.9884122000003	5000.000000
2690.0	176.9884121999993	5000.000000
2695.0	176.9884122000013	5000.000000
2700.0	176.9884122000000	5000.000000
2705.0	176.9884121999813	5000.000000
2710.0	176.9884122001399	5000.000000
2715.0	176.9870332002098	5000.000000
2720.0	176.9870331999251	5000.000000
2725.0	176.9870331999799	5000.000000
2730.0	176.9870332000040	5000.000000
2735.0	176.9870331999993	5000.000000
2740.0	176.9870332000001	5000.000000
2745.0	176.9870332000000	5000.000000
2750.0	176.9870332000000	5000.000000
2755.0	176.9870331999998	5000.000000
2760.0	176.9870332000011	5000.000000
2765.0	176.9870331999946	5000.000000
2770.0	176.9870331999799	5000.000000
2775.0	176.9870332000562	5000.000000
2780.0	176.9870331998602	5000.000000
2785.0	176.9856542999300	5000.000000
2790.0	176.9856543000000	5000.000000
2795.0	176.9856543000050	5000.000000
2800.0	176.9856542999973	5000.000000
2805.0	176.9856543000011	5000.000000
2810.0	176.9856542999996	5000.000000
2815.0	176.9856542999999	5000.000000
2820.0	176.9856543000000	5000.000000
2825.0	176.9856542999999	5000.000000
2830.0	176.9856543000001	5000.000000
2835.0	176.9856543000000	5000.000000
2840.0	176.9856542999987	5000.000000
2845.0	176.9856543000100	5000.000000
2850.0	176.9856542999438	5000.000000
2855.0	176.9856543002797	5000.000000
2860.0	176.9842752997203	5000.000000
2865.0	176.9842753000562	5000.000000
2870.0	176.9842752999900	5000.000000
2875.0	176.9842753000013	5000.000000
2880.0	176.9842753000000	5000.000000
2885.0	176.9842752999999	5000.000000
2890.0	176.9842753000001	5000.000000
2895.0	176.9842753000000	5000.000000
2900.0	176.9842753000001	5000.000000
2905.0	176.9842753000004	5000.000000
2910.0	176.9842752999989	5000.000000
2915.0	176.9842753000027	5000.000000
2920.0	176.9842752999950	5000.000000
2925.0	176.9842753000000	5000.000000
2930.0	176.9842753000700	5000.000000
2935.0	176.9828964001399	5000.000000
2940.0	176.9828963999438	5000.000000
2945.0	176.9828964000201	5000.000000
2950.0	176.9828964000054	5000.000000
2955.0	176.9828963999989	5000.000000
2960.0	176.9828964000002	5000.000000
2965.0	176.9828964000000	5000.000000
2970.0	176.9828964000000	5000.000000
2975.0	176.9828964000000	5000.000000
2980.0	176.9828963999998	5000.000000
2985.0	176.9828964000011	5000.000000
2990.0	176.9828963999946	5000.000000
2995.0	176.9828963999799	5000.000000
3000.0	176.9828964000562	5000.000000
3005.0	176.9828963998601	5000.000000
3010.0	176.9815173999301	5000.000000
3015.0	176.9815174000000	5000.000000
3020.0	176.9815174000050	5000.000000
3025.0	176.9815173999973	5000.000000
3030.0	176.9815174000011	5000.000000
3035.0	176.9815173999996	5000.000000
3040.0	176.9815173999999	5000.000000
3045.0	176.9815174000000	5000.000000
3050.0	176.9815173999999	5000.000000
3055.0	176.9815174000001	5000.000000
3060.0	176.9815174000000	5000.000000
3065.0	176.9815173999987	5000.000000
3070.0	176.9815174000100	5000.000000
3075.0	176.9815173999438	5000.000000
3080.0	176.9815174002797	5000.000000
3085.0	176.9801384997203	5000.000000
3090.0	176.9801385000562	5000.000000
3095.0	176.9801384999900	5000.000000
3100.0	176.9801385000013	5000.000000
3105.0	176.9801385000000	5000.000000
3110.0	176.9801384999999	5000.000000
3115.0	176.9801385000001	5000.000000
3120.0	176.9801385000000	5000.000000
3125.0	176.9801385000001	5000.000000
3130.0	176.9801385000004	5000.000000
3135.0	176.9801384999989	5000.000000
3140.0	176.9801385000027	5000.000000
3145.0	176.9801384999950	5000.000000
3150.0	176.9801385000000	5000.000000
3155.0	176.9801385000700	5000.000000
3160.0	176.9787595001399	5000.000000
3165.0	176.9787594999438	5000.000000
3170.0	176.9787595000201	5000.000000
3175.0	176.9787595000054	5000.000000
3180.0	176.9787594999989	5000.000000
3185.0	176.9787595000002	5000.000000
3190.0	176.9787595000000	5000.000000
3195.0	176.9787595000000	5000.000000
3200.0	176.9787595000000	5000.000000
3205.0	176.9787595000001	5000.000000
3210.0	176.9787594999997	5000.000000
3215.0	176.9787595000014	5000.000000
3220.0	176.9787595000054	5000.000000
3225.0	176.9787594999849	5000.000000
3230.0	176.9787595000375	5000.000000
3235.0	176.9787594999300	5000.000000
3240.0	176.9773806000000	5000.000000
3245.0	176.9773805999813	5000.000000
3250.0	176.9773806000100	5000.000000
3255.0	176.9773805999960	5000.000000
3260.0	176.9773806000015	5000.000000
3265.0	176.9773806000004	5000.000000
3270.0	176.9773805999999	5000.000000
3275.0	176.9773806000000	5000.000000
3280.0	176.9773806000000	5000.000000
3285.0	176.9773806000000	5000.000000
3290.0	176.9773806000004	5000.000000
3295.0	176.9773805999973	5000.000000
3300.0	176.9773806000151	5000.000000
3305.0	176.9773805999251	5000.000000
3310.0	176.9773805997202	5000.000000
3315.0	176.9760015997902	5000.000000
3320.0	176.9760016000375	5000.000000
3325.0	176.9760015999950	5000.000000
3330.0	176.9760016000000	5000.000000
3335.0	176.9760016000004	5000.000000
3340.0	176.9760015999998	5000.000000
3345.0	176.9760016000001	5000.000000
3350.0	176.9760016000000	5000.000000
3355.0	176.9760016000000	5000.000000
3360.0	176.9760015999999	5000.000000
3365.0	176.9760016000002	5000.000000
3370.0	176.9760015999996	5000.000000
3375.0	176.9760016000000	5000.000000
3380.0	176.9760016000050	5000.000000
3385.0	176.9760015999625	5000.000000
3390.0	176.9760016002098	5000.000000
3395.0	176.9746227002797	5000.000000
3400.0	176.9746227000749	5000.000000
3405.0	176.9746226999849	5000.000000
3410.0	176.9746227000027	5000.000000
3415.0	176.9746226999996	5000.000000
3420.0	176.9746227000000	5000.000000
3425.0	176.9746227000000	5000.000000
3430.0	176.9746227000000	5000.000000
3435.0	176.9746227000000	5000.000000
3440.0	176.9746227000001	5000.000000
3445.0	176.9746227000004	5000.000000
3450.0	176.9746226999989	5000.000000
3455.0	176.9746227000027	5000.000000
3460.0	176.9746226999950	5000.000000
3465.0	176.9746227000000	5000.000000
3470.0	176.9746227000699	5000.000000
3475.0	176.9732437001399	5000.000000
3480.0	176.9732436999438	5000.000000
3485.0	176.9732437000201	5000.000000
3490.0	176.9732437000054	5000.000000
3495.0	176.9732436999989	5000.000000
3500.0	176.9732437000002	5000.000000
3505.0	176.9732437000000	5000.000000
3510.0	176.9732437000000	5000.000000
3515.0	176.9732437000000	5000.000000
3520.0	176.9732437000001	5000.000000
3525.0	176.9732436999997	5000.000000
3530.0	176.9732437000015	5000.000000
3535.0	176.9732437000054	5000.000000
3540.0	176.9732436999849	5000.000000
3545.0	176.9732437000375	5000.000000
3550.0	176.9732436999301	5000.000000
3555.0	176.9718648000000	5000.000000
3560.0	176.9718647999813	5000.000000
3565.0	176.9718648000100	5000.000000
3570.0	176.9718647999960	5000.000000
3575.0	176.9718648000014	5000.000000
3580.0	176.9718648000004	5000.000000
3585.0	176.9718647999999	5000.000000
3590.0	176.9718648000000	5000.000000
3595.0	176.9718648000000	5000.000000
3600.0	176.9718648000000	5000.000000
3605.0	176.9718647999999	5000.000000
3610.0	176.9718648000007	5000.000000
3615.0	176.9718647999960	5000.000000
3620.0	176.9718648000201	5000.000000
3625.0	176.9718648000749	5000.000000
3630.0	176.9718647997902	5000.000000
3635.0	176.9704857998601	5000.000000
3640.0	176.9704858000187	5000.000000
3645.0	176.9704858000000	5000.000000
3650.0	176.9704857999987	5000.000000
3655.0	176.9704858000007	5000.000000
3660.0	176.9704857999997	5000.000000
3665.0	176.9704858000001	5000.000000
3670.0	176.9704858000000	5000.000000
3675.0	176.9704858000000	5000.000000
3680.0	176.9704858000000	5000.000000
3685.0	176.9704858000000	5000.000000
3690.0	176.9704858000000	5000.000000
3695.0	176.9704858000004	5000.000000
3700.0	176.9704857999973	5000.000000
3705.0	176.9704858000151	5000.000000
3710.0	176.9704857999251	5000.000000
3715.0	176.9704857997203	5000.000000
